search URL:,https://patents.google.com/?q=%28%22livestock+waste%22+OR+manure+OR+%22animal+waste%22+OR+%22poultry+litter%22+OR+%22swine+manure%22%29+AND+%28processing+OR+treatment+OR+recycling+OR+utilization%29&oq=%28%22livestock+waste%22+OR+manure+OR+%22animal+waste%22+OR+%22poultry+litter%22+OR+%22swine+manure%22%29+AND+%28processing+OR+treatment+OR+recycling+OR+utilization%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-7709557-B2,"Compositions and composites of cellulosic and lignocellulosic materials and resins, and methods of making the same ","Xyleco, Inc.","Marshall Medoff, Arther P. Lagace",1997-09-02,2009-04-13,2010-05-04,2010-05-04,https://patents.google.com/patent/US7709557B2/en,https://patentimages.storage.googleapis.com/ac/7d/3a/c0d5584228df1b/US07709557-20100504-D00001.png
US-9156037-B2,Microfluidic device and uses thereof ,"Children's Medical Center Corporation, The Charles Stark Draper Laboratory, Inc.","Chong Wing Yung, Donald E. Ingber, Jason O. Fiering, Mathew Varghese",2009-01-15,2010-01-15,2015-10-13,2015-10-13,https://patents.google.com/patent/US9156037B2/en,https://patentimages.storage.googleapis.com/6e/34/37/0d6f3ea80d911f/US09156037-20151013-D00000.png
US-9078792-B2,Two-piece wearable absorbent article having advantageous front waist region and landing zone configuration ,The Procter & Gamble Company,Oscar Antonio Ruiz,2011-06-30,2011-10-18,2015-07-14,2015-07-14,https://patents.google.com/patent/US9078792B2/en,https://patentimages.storage.googleapis.com/8d/5f/fc/3802069b73451f/US09078792-20150714-D00000.png
CN-103553163-B,Fluid steam distillation equipment and steam distillation system ,德卡产品有限公司,"迪安·卡门, 克里斯托佛·C·朗根费尔德, 斯坦利·B·史密斯三世, 普拉桑特·巴特, 赖安·拉罗克, 安德鲁·A·施内尔林格, 奥蒂斯·L·克拉普",2007-06-07,2008-06-06,2016-05-25,2016-05-25,https://patents.google.com/patent/CN103553163B/en,
US-8470275-B2,Reduced-carbon footprint concrete compositions ,Calera Corporation,"Brent R. Constantz, Andrew Youngs, Terence C. Holland",2008-09-30,2010-07-19,2013-06-25,2013-06-25,https://patents.google.com/patent/US8470275B2/en,https://patentimages.storage.googleapis.com/8b/a8/f1/3e193eec65b7d5/US08470275-20130625-D00000.png
CN-102219604-B,Rice charcoal slow-release fertilizer and preparation method thereof ,浙江大学,"吴伟祥, 冯琪波, 周旻旻, 吴忆敏",2011-04-29,2011-04-29,2013-01-30,2013-01-30,https://patents.google.com/patent/CN102219604B/en,https://patentimages.storage.googleapis.com/ee/21/ba/3ec2447f41f8b7/110429154330.png
CN-101632341-B,Method for non-polluted cultivation of amur ampelopsis stems ,松原职业技术学院,王彪,2008-07-23,2008-07-23,2011-08-10,2011-08-10,https://patents.google.com/patent/CN101632341B/en,
US-9011402-B2,Disposable absorbent insert for two-piece wearable absorbent article ,The Procter & Gamble Company,"Donald Carroll Roe, Elaine Mary Wiggins",2009-01-15,2010-01-14,2015-04-21,2015-04-21,https://patents.google.com/patent/US9011402B2/en,https://patentimages.storage.googleapis.com/b8/b5/d6/886b373a720dc1/US09011402-20150421-D00000.png
US-7722690-B2,Methods for producing synthesis gas ,Kellogg Brown & Root Llc,"Philip Shires, Nicola Salazar, Siva Ariyapadi",2006-09-29,2007-07-23,2010-05-25,2010-05-25,https://patents.google.com/patent/US7722690B2/en,https://patentimages.storage.googleapis.com/6f/7d/06/c522b339f66359/US07722690-20100525-D00000.png
US-7541173-B2,Solvent tolerant microorganisms and methods of isolation ,E.I. Du Pont De Nemours And Company,"Michael G. Bramucci, Vasantha Nagarajan, Natalia Sedkova, Manjari Singh",2006-06-15,2007-06-12,2009-06-02,2009-06-02,https://patents.google.com/patent/US7541173B2/en,
US-8991182-B2,Increasing the efficiency of supplemented ocean thermal energy conversion (SOTEC) systems ,"Mcalister Technologies, Llc",Roy E. McAlister,2009-02-17,2010-08-16,2015-03-31,2015-03-31,https://patents.google.com/patent/US8991182B2/en,https://patentimages.storage.googleapis.com/d7/1c/a3/ee2fa3658b3e6b/US08991182-20150331-D00000.png
US-RE46912-E,Lactic acid bacteria isolated from mother's milk with probiotic activity and inhibitory activity against body weight augmentation ,Bioneer Corporation,"Ji Hee Kang, Byeung I. You, Sung I. Yun, Han O. Park",2006-08-04,2007-05-14,2018-06-26,2018-06-26,https://patents.google.com/patent/USRE46912E1/en,https://patentimages.storage.googleapis.com/5c/4d/cc/18033fd9f92a27/USRE046912-20180626-D00001.png
US-9145528-B2,Methods of preparing oil compositions for fuel refining ,"Sapphire Energy, Inc.","Brian L. Goodall, Alex M. Aravanis, Craig A. Behnke, Richard J. Cranford, Daniel J. Sajkowski",2009-04-21,2010-04-21,2015-09-29,2015-09-29,https://patents.google.com/patent/US9145528B2/en,https://patentimages.storage.googleapis.com/e0/f4/ee/f473fe54115fd8/US09145528-20150929-D00000.png
EP-2226046-B1,Absorbent article ,Kao Corporation,"Masashi Kawazoe, Takuya Kouta, Takeshi Miyamura",2007-12-25,2008-12-11,2017-07-26,2017-07-26,https://patents.google.com/patent/EP2226046B1/en,https://patentimages.storage.googleapis.com/d8/a2/76/b11e96280ba5df/imgf0001.png
EP-2523704-B1,Systems for cleaning body cavities ,Motus Gi Medical Technologies Ltd.,"Boris Shtul, Alexey Morochovsky, Alexander Banzger, Noam Hassidov",2010-01-11,2011-01-11,2019-04-03,2019-04-03,https://patents.google.com/patent/EP2523704B1/en,https://patentimages.storage.googleapis.com/89/36/c7/f5a0afbbd160f8/imgf0001.png
US-8322293-B2,Precision fertilizer placement ,Agco Corporation,"Nyle C. Wollenhaupt, Edward L. Swenson",2009-05-06,2009-12-23,2012-12-04,2012-12-04,https://patents.google.com/patent/US8322293B2/en,https://patentimages.storage.googleapis.com/85/aa/4c/137b120c7050bd/US08322293-20121204-D00000.png
RU-2595396-C2,Food composition with probiotics ,Н.В. Нютрисиа,"Гелске СПЕЛМАНС, Ян КНОЛ, Моник ХАРМАН, Йохан ГАРССЕН, Адрианус Йоханнес Мария ВРИСЕМА, Мартин Сандра АЛЛЕС",2005-02-28,2011-03-16,2016-08-27,2016-08-27,https://patents.google.com/patent/RU2595396C2/en,https://patentimages.storage.googleapis.com/bc/de/4b/52471d9b7169ff/00000006.png
US-8097767-B2,Hydrophobic surface coated absorbent articles and associated methods ,The Procter & Gamble Company,Kemal Vatansever Catalan,2004-02-11,2009-11-04,2012-01-17,2012-01-17,https://patents.google.com/patent/US8097767B2/en,https://patentimages.storage.googleapis.com/78/52/1c/ba7b86139ec4d3/US08097767-20120117-D00000.png
EP-2142656-B1,Method for the production of 1-butanol ,Butamax (TM) Advanced Biofuels LLC,"Michael G. Bramucci, Dennis Flint, Edward S. Miller Jr, Vasantha Nagarajan, Natalia Sedkova, Manjari Singh, Tina K. Van Dyk",2007-05-02,2008-04-29,2015-04-08,2015-04-08,https://patents.google.com/patent/EP2142656B1/en,https://patentimages.storage.googleapis.com/ce/41/b6/b2410ab9ebc281/imgf0001.png
AU-2008349813-C1,Antimicrobial compositions and methods of use thereof ,Smartwash Solutions Llc,Kel Eugene Lemons,2008-01-30,2008-10-02,2014-08-21,2014-08-21,https://patents.google.com/patent/AU2008349813C1/en,
US-8060341-B2,Performance analysis system and method ,"Hsb Solomon Associates, Llc","Ronald M. Fluegge, Richard B. Jones",2006-05-09,2008-11-03,2011-11-15,2011-11-15,https://patents.google.com/patent/US8060341B2/en,https://patentimages.storage.googleapis.com/93/65/4b/7390c6a59db938/US08060341-20111115-D00000.png
US-8372169-B2,Low temperature gasification facility with a horizontally oriented gasifier ,Plasco Energy Group Inc.,"Andreas Tsangaris, Scott Douglas Basham, Kenneth Craig Campbell, Ashish Chotaliya, Mao Pei Cui, Geofrey Dobbs, Douglas Michael Feasby, Pascale Bonnie Marceau, Alisdair Alan McLean, Zhiyuan Shen, Nipun Soni, Thomas Edward Wagler, Xiaoping Zou, Margaret Swain",2006-05-05,2007-05-07,2013-02-12,2013-02-12,https://patents.google.com/patent/US8372169B2/en,https://patentimages.storage.googleapis.com/b5/7f/64/0f1c4501e85fb4/US08372169-20130212-D00000.png
AU-2010237580-B2,Dispersible sulphur fertilizer pellets ,Sulvaris Inc.,Eric Pedersen,2009-04-16,2010-04-16,2014-08-07,2014-08-07,https://patents.google.com/patent/AU2010237580B2/en,
KR-101645422-B1,Liquid fuel compositions based on catalytically deoxygenated and condensated oxygenated carbonhydrates ,"쉘 인터내셔날 리써취 마트샤피지 비.브이., 바이렌트, 아이엔씨.","조안나 마가렛 볼드리, 폴 조지 블로멜, 랜디 더글라스 코트라이트, 리차드 존 프라이스",2008-09-05,2009-09-04,2016-08-04,2016-08-04,https://patents.google.com/patent/KR101645422B1/en,https://patentimages.storage.googleapis.com/82/0d/b5/403b0245cc3ec3/112011024065328-pct00021.png
KR-101899938-B1,Food compositions comprising tailored oils ,테라비아 홀딩스 인코포레이티드,"스코트 프랭클린, 아라빈드 소만치, 자니스 위, 조지 루덴코, 제프리 엘 모슬리, 월트 라키트스카이",2010-05-28,2011-05-27,2018-09-19,2018-09-19,https://patents.google.com/patent/KR101899938B1/en,https://patentimages.storage.googleapis.com/e9/57/7d/37258907ef5534/112012108837048-pct00218.png
US-8306665-B2,Control system for the conversion of carbonaceous feedstock into gas ,Plasco Energy Group Inc.,"Andreas Tsangaris, Kenneth Craig Campbell, Douglas Michael Feasby, Alisdair Alan McLean",2006-05-05,2007-05-07,2012-11-06,2012-11-06,https://patents.google.com/patent/US8306665B2/en,https://patentimages.storage.googleapis.com/9b/95/87/0e45ad856cbf5c/US08306665-20121106-D00000.png
US-9131685-B2,Compositions comprising a strigolactone compound and a chito-oligosaccharide compound for enhanced plant growth and yield ,Bayer Cropscience Ag,"Peter Dahmen, Daniela Portz, Gilbert Spica, Jean-Pierre Vors",2009-04-28,2010-04-27,2015-09-15,2015-09-15,https://patents.google.com/patent/US9131685B2/en,
EP-3222618-B1,Napthalene isoxazoline invertebrate pest control agents ,E. I. du Pont de Nemours and Company,"George Philip Lahm, Jeffrey Keith Long, Ming Xu",2007-06-26,2008-06-20,2020-09-09,2020-09-09,https://patents.google.com/patent/EP3222618B1/en,
CA-2640076-C,Genes for enhancing nitrogen utilization efficiency in crop plants ,"Pioneer Hi-Bred International, Inc., Howard P. Hershey, Carl R. Simmons, Dale Loussaert","Howard P. Hershey, Carl R. Simmons, Dale Loussaert",2006-02-09,2007-01-30,2013-09-24,2013-09-24,https://patents.google.com/patent/CA2640076C/en,
US-7555990-B2,Air seeder/fertilizer apparatus having metering means and distribution manifold with selectively openable ports ,One Pass Implements Inc.,Patrick M. Beaujot,2007-09-21,2008-06-21,2009-07-07,2009-07-07,https://patents.google.com/patent/US7555990B2/en,https://patentimages.storage.googleapis.com/ea/9f/9d/4b6e614aea3cd5/US07555990-20090707-D00000.png
AU-2012254167-B2,Process for biomass conversion to synthesis gas ,"Cool Planet Energy Systems, Inc.","Michael Cheiky, Rajashekharam Malyala, Ronald A. Sills",2011-05-09,2012-02-23,2016-04-14,2016-04-14,https://patents.google.com/patent/AU2012254167B2/en,
JP-6220493-B2,Methods and compositions for weight management and blood glucose management ,"ジェレシス エルエルシー, ジェレシス  エルエルシー","アレサンドロ サニーノ，, アレサンドロ サニーノ，, ルイジ アンブロシオ，, ルイジ アンブロシオ，, エイアル ロン，, エイアル ロン，, イシャイ ゾハー，, イシャイ ゾハー，",2008-11-18,2009-11-18,2017-10-25,2017-10-25,https://patents.google.com/patent/JP6220493B2/en,https://patentimages.storage.googleapis.com/19/16/09/0b4555d2a93198/0006220493-14.png
US-8884080-B2,Reduced energy alcohol separation process ,Celanese International Corporation,"David Lee, Adam OROSCO, Nathan POWELL, Manuel Salado, Lincoln Sarager, R. Jay Warner, Trinity Horton, Radmila Jevtic, Victor J. Johnston",2010-07-09,2011-04-26,2014-11-11,2014-11-11,https://patents.google.com/patent/US8884080B2/en,https://patentimages.storage.googleapis.com/46/3e/9b/39288b443de619/US08884080-20141111-D00001.png
US-8163535-B2,Devices and processes for nucleic acid extraction ,"Blood Cell Storage, Inc.","Michael W. Reed, Oliver Z. Nanassy, Paul V. Haydock, Nigel Rudra Sharma, Ronald L. Bardell, Perry Hargrave",2006-06-26,2009-01-02,2012-04-24,2012-04-24,https://patents.google.com/patent/US8163535B2/en,https://patentimages.storage.googleapis.com/87/31/0e/870807c69f5f56/US08163535-20120424-D00000.png
JP-7795914-B2,Oligonucleotides and methods of use thereof for treating neurological disorders ,クラリス コーポレーション,"ヒンクリー，サンドラ, ブラウン，ダンカン, アグラワル，スディール",2019-06-03,2020-06-03,2026-01-08,2026-01-08,https://patents.google.com/patent/JP7795914B2/en,
CN-104016795-B,A kind of biologic phosphorus fertilizer and preparation method thereof ,成都新柯力化工科技有限公司,"陈庆, 张芝媛",2014-06-06,2014-06-06,2016-01-06,2016-01-06,https://patents.google.com/patent/CN104016795B/en,
JP-5232831-B2,Oil seed meal fractionation and processing ,ユニバーシティー・オブ・サスカチェワン,"デイビッド・ディ・メーンズ, レックス・ダブリュー・ニューカーク, ヘンリー・エル・クラッセン, ロバート・ティ・タイラー",2000-05-15,2010-06-21,2013-07-10,2013-07-10,https://patents.google.com/patent/JP5232831B2/en,https://patentimages.storage.googleapis.com/75/b1/44/e95fd168e1ff59/0005232831-4.png
US-7809475-B2,Computer controlled fertigation system and method ,"Fw Enviro, Llc",Craig L. Kaprielian,2004-12-20,2007-04-13,2010-10-05,2010-10-05,https://patents.google.com/patent/US7809475B2/en,https://patentimages.storage.googleapis.com/88/3f/31/c618a5f1594490/US07809475-20101005-D00000.png
KR-101438839-B1,Glucagon-like peptide 1 （ｇｌｐ-1）pharmaceutical formulations ,맨카인드 코포레이션,"스테파니 그리네, 데이비드 브란트, 코하바 겔베르, 마크 킹, 웨이맨 웬델 치트햄, 케이트 오베르그, 안드레아 레온-베이, 마크 제이. 호킨슨, 메리 패리스",2006-04-14,2007-04-16,2014-10-02,2014-10-02,https://patents.google.com/patent/KR101438839B1/en,https://patentimages.storage.googleapis.com/84/f5/28/5af87bd1551d3b/112008078471245-pct00007.png
US-7852462-B2,Vehicular component control methods based on blind spot monitoring ,"Automotive Technologies International, Inc.","David S. Breed, Wilbur E. DuVall, Wendell C. Johnson",2000-05-08,2007-04-16,2010-12-14,2010-12-14,https://patents.google.com/patent/US7852462B2/en,https://patentimages.storage.googleapis.com/42/36/12/6f535c1e490d43/US07852462-20101214-D00000.png
US-8041483-B2,Exterior airbag deployment techniques ,"Automotive Technologies International, Inc.",David S. Breed,1994-05-23,2007-10-29,2011-10-18,2011-10-18,https://patents.google.com/patent/US8041483B2/en,https://patentimages.storage.googleapis.com/55/9c/ef/1a1499916bbe64/US08041483-20111018-D00000.png
EP-2311552-B1,Fluid mixer and use of the fluid mixer ,"Asahi Organic Chemicals Industry Co., Ltd.",Toshihiro Hanada,2008-08-07,2009-07-28,2016-09-07,2016-09-07,https://patents.google.com/patent/EP2311552B1/en,https://patentimages.storage.googleapis.com/e1/0b/5d/8a2b84925540e0/imgf0001.png
US-8067458-B2,Alkoxyalkyl-substituted cyclic ketoenols ,Bayer Cropscience Ag,"Reiner Fischer, Stefan Lehr, Dieter Feucht, Ulrich Görgens, Olga Malsam, Jan Dittgen, Martin Jeffrey Hills, Heinz Kehne, Christopher Hugh Rosinger",2006-04-22,2007-04-12,2011-11-29,2011-11-29,https://patents.google.com/patent/US8067458B2/en,
EP-2593552-B1,Recombinant host cells comprising phosphoketolases ,Butamax (TM) Advanced Biofuels LLC,"Michael Dauner, Lori Ann Maggio-Hall, Jean-Francois Tomb",2010-06-18,2011-06-16,2017-02-15,2017-02-15,https://patents.google.com/patent/EP2593552B1/en,https://patentimages.storage.googleapis.com/c6/5c/f8/305df7060e737f/imgf0001.png
CA-2861539-C,Carbon dioxide absorbent requiring less regeneration energy ,"Norbert Asprion, Iven Clausen, Ute Lichtfers, Rupert Wagner, Basf Se","Norbert Asprion, Iven Clausen, Ute Lichtfers, Rupert Wagner",2006-05-18,2007-05-11,2016-01-12,2016-01-12,https://patents.google.com/patent/CA2861539C/en,
EP-2084249-B1,Fuel compositions comprising farnesane and farnesane derivatives and method of making and using same ,"Amyris, Inc.","Neil Stephen Renninger, Derek J. Mcphee",2006-10-10,2007-10-10,2016-12-21,2016-12-21,https://patents.google.com/patent/EP2084249B1/en,https://patentimages.storage.googleapis.com/67/0b/fe/e34e70e40dee06/imgf0001.png
CA-2746923-C,Lignocellulosic biomass conversion ,"Borregaard Industries Limited, Norge, Anders Sjoede, Anders Froelander, Martin Lersch, Gudbrand Roedsrud, Borregaard As","Anders Sjoede, Anders Froelander, Martin Lersch, Gudbrand Roedsrud",2008-12-17,2009-12-16,2017-01-03,2017-01-03,https://patents.google.com/patent/CA2746923C/en,
US-9791443-B2,"Method for differentially quantifying naturally processed HLA-restricted peptides for cancer, autoimmune and infectious diseases immunotherapy development ",Immatics Biotechnologies Gmbh,"Toni Weinschenk, Jens FRITSCHE",2010-04-16,2011-04-15,2017-10-17,2017-10-17,https://patents.google.com/patent/US9791443B2/en,https://patentimages.storage.googleapis.com/90/3f/99/a6e9217da86add/US09791443-20171017-D00001.png
KR-102005991-B1,"Composition comprising Saccharomyces, Bacillus, and Lactobacillus for removing a bad smell and method for removing a bad smell using the same ",유한회사 축산냄새연구소,"조성백, 황옥화, 정민웅, 한덕우",2017-11-17,2017-11-17,2019-08-01,2019-08-01,https://patents.google.com/patent/KR102005991B1/en,https://patentimages.storage.googleapis.com/d6/af/b7/6675328a03c80d/112017114641683-pat00001.png
